CHANNEL,INPUT [mV]
1294,1519.963
1295,1521.14
1296,1522.317
1297,1523.494
1298,1524.671
1299,1525.848
1300,1527.025
1301,1528.202
1302,1529.379
1303,1530.556
1304,1531.733
1305,1532.91
1306,1534.087
1307,1535.263
1308,1536.44
1309,1537.617
1310,1538.794
1311,1539.971
1312,1541.148
1313,1542.325
1314,1543.502
1315,1544.679
1316,1545.856
1317,1547.033
1318,1548.21
1319,1549.387
1320,1550.564
1321,1551.741
1322,1552.918
1323,1554.095
1324,1555.272
1325,1556.449
1326,1557.626
1327,1558.803
1328,1559.98
1329,1561.157
1330,1562.334
1331,1563.511
1332,1564.688
1333,1565.865
1334,1567.042
1335,1568.219
1336,1569.396
1337,1570.573
1338,1571.75
1339,1572.927
1340,1574.104
1341,1575.281
1342,1576.457
1343,1577.634
1344,1578.811
1345,1579.988
1346,1581.165
1347,1582.342
1348,1583.519
1349,1584.696
1350,1585.873
1351,1587.05
1352,1588.227
1353,1589.404
1354,1590.581
1355,1591.758
1356,1592.935
1357,1594.112
1358,1595.289
1359,1596.466
1360,1597.643
1361,1598.82
1362,1599.997
1363,1601.141
1364,1602.285
1365,1603.428
1366,1604.572
1367,1605.716
1368,1606.86
1369,1608.003
1370,1609.147
1371,1610.291
1372,1611.435
1373,1612.578
1374,1613.722
1375,1614.866
1376,1616.01
1377,1617.153
1378,1618.297
1379,1619.441
1380,1620.585
1381,1621.728
1382,1622.872
1383,1624.016
1384,1625.16
1385,1626.304
1386,1627.447
1387,1628.591
1388,1629.735
1389,1630.879
1390,1632.022
1391,1633.166
1392,1634.31
1393,1635.454
1394,1636.597
1395,1637.741
1396,1638.885
1397,1640.029
1398,1641.172
1399,1642.316
1400,1643.46
1401,1644.604
1402,1645.747
1403,1646.891
1404,1648.035
1405,1649.179
1406,1650.323
1407,1651.466
1408,1652.61
1409,1653.754
1410,1654.898
1411,1656.041
1412,1657.185
1413,1658.329
1414,1659.473
1415,1660.616
1416,1661.76
1417,1662.904
1418,1664.048
1419,1665.191
1420,1666.335
1421,1667.479
